date,COP_USD
2013-10-16,1884.5
2013-10-17,1878.5
2013-10-18,1881.5
2013-10-21,1885.5
2013-10-22,1884.5
2013-10-23,1882.5
2013-10-24,1881.5
2013-10-25,1880.57
2013-10-28,1879.8
2013-10-29,1881.34
2013-10-30,1883.5
2013-10-31,1886.18
2013-11-01,1890.5
2013-11-05,1911.11
2013-11-06,1911.76
2013-11-07,1918.5
2013-11-08,1921.5
2013-11-12,1934.5
2013-11-13,1930.45
2013-11-14,1928.76
2013-11-15,1918.11
2013-11-18,1917.5
2013-11-19,1919.5
2013-11-20,1928.2
2013-11-21,1916.7
2013-11-22,1918.38
2013-11-25,1925.5
2013-11-26,1926.5
2013-11-27,1927.5
2013-11-28,1924.68
2013-11-29,1931.7
2013-12-02,1931.63
2013-12-03,1939.04
2013-12-04,1949.5
2013-12-05,1949.5
2013-12-06,1932.6
2013-12-09,1933.5
2013-12-10,1932.42
2013-12-11,1932.5
2013-12-12,1933.5
2013-12-13,1931.5
2013-12-16,1935.53
2013-12-17,1941.5
2013-12-18,1943.5
2013-12-19,1939.5
2013-12-20,1931.5
2013-12-23,1934.83
2013-12-24,1943.36
2013-12-26,1918.5
2013-12-27,1944.69
2013-12-30,1943.73
2014-01-02,1942.0
2014-01-03,1937.5
2014-01-07,1937.5
2014-01-08,1934.5
2014-01-09,1932.5
2014-01-10,1924.5
2014-01-13,1926.5
2014-01-14,1935.5
2014-01-15,1941.5
2014-01-16,1949.5
2014-01-17,1949.5
2014-01-20,1971.5
2014-01-21,1971.5
2014-01-22,1988.5
2014-01-23,1988.5
2014-01-24,1997.5
2014-01-27,1996.35
2014-01-28,1995.48
2014-01-29,2011.5
2014-01-30,2011.5
2014-01-31,2015.31
2014-02-03,2015.5
2014-02-04,2040.5
2014-02-05,2047.5
2014-02-06,2044.5
2014-02-07,2047.5
2014-02-10,2048.5
2014-02-11,2040.95
2014-02-12,2030.5
2014-02-13,2029.5
2014-02-14,2025.5
2014-02-17,2017.5
2014-02-18,2015.5
2014-02-19,2028.5
2014-02-20,2043.5
2014-02-21,2044.5
2014-02-24,2042.5
2014-02-25,2040.27
2014-02-26,2053.67
2014-02-27,2052.5
2014-02-28,2044.96
2014-03-03,2053.5
2014-03-04,2048.5
2014-03-05,2042.5
2014-03-06,2040.5
2014-03-07,2037.5
2014-03-10,2042.5
2014-03-11,2045.5
2014-03-12,2045.5
2014-03-13,2047.5
2014-03-14,2041.5
2014-03-17,2033.5
2014-03-18,2031.5
2014-03-19,2030.5
2014-03-21,1994.5
2014-03-25,1994.5
2014-03-26,1972.5
2014-03-27,1965.5
2014-03-28,1962.43
2014-03-31,1970.21
2014-04-01,1971.5
2014-04-02,1963.5
2014-04-03,1966.5
2014-04-04,1967.5
2014-04-07,1932.22
2014-04-08,1932.39
2014-04-09,1927.5
2014-04-10,1927.5
2014-04-11,1927.5
2014-04-14,1925.5
2014-04-15,1934.5
2014-04-16,1926.58
2014-04-21,1928.5
2014-04-22,1918.5
2014-04-23,1932.5
2014-04-24,1937.5
2014-04-25,1942.5
2014-04-28,1935.08
2014-04-29,1933.5
2014-04-30,1936.5
2014-05-02,1936.5
2014-05-06,1918.0
2014-05-07,1910.5
2014-05-08,1910.5
2014-05-09,1903.5
2014-05-12,1915.5
2014-05-13,1923.5
2014-05-14,1921.5
2014-05-15,1924.52
2014-05-16,1922.63
2014-05-19,1919.5
2014-05-20,1919.5
2014-05-21,1907.05
2014-05-22,1905.5
2014-05-23,1909.5
2014-05-26,1909.5
2014-05-27,1915.5
2014-05-28,1907.5
2014-05-29,1902.87
2014-05-30,1906.5
2014-06-03,1899.5
2014-06-04,1898.5
2014-06-05,1891.5
2014-06-06,1884.5
2014-06-09,1884.5
2014-06-10,1882.5
2014-06-11,1882.5
2014-06-12,1874.5
2014-06-13,1880.5
2014-06-16,1886.44
2014-06-17,1889.5
2014-06-19,1882.5
2014-06-20,1883.5
2014-06-24,1884.5
2014-06-25,1890.5
2014-06-26,1884.5
2014-06-27,1879.5
2014-07-01,1880.5
2014-07-03,1843.5
2014-07-04,1846.5
2014-07-07,1853.5
2014-07-08,1854.5
2014-07-09,1856.09
2014-07-10,1853.76
2014-07-11,1858.5
2014-07-14,1856.5
2014-07-15,1868.5
2014-07-16,1867.5
2014-07-17,1874.5
2014-07-18,1868.5
2014-07-21,1868.5
2014-07-22,1856.5
2014-07-23,1846.5
2014-07-24,1846.5
2014-07-25,1849.5
2014-07-28,1850.0
2014-07-29,1855.4
2014-07-30,1859.5
2014-07-31,1876.5
2014-08-01,1876.5
2014-08-04,1884.0
2014-08-05,1892.5
2014-08-06,1885.5
2014-08-08,1891.5
2014-08-12,1877.5
2014-08-13,1882.5
2014-08-14,1881.5
2014-08-15,1884.5
2014-08-19,1900.8
2014-08-20,1916.5
2014-08-21,1918.5
2014-08-22,1923.5
2014-08-25,1935.5
2014-08-26,1931.0
2014-08-27,1927.89
2014-08-28,1923.91
2014-08-29,1920.5
